Código do município,Nome do município,Total da população 2000,Total de homens,Total de mulheres,Total da população urbana,Total da população rural,Total da população 2010
2208403,Piripiri,60.154,30.141,31.699,44.539,17.301,61.840
2208502,Porto,10.573,6.009,5.888,7.503,4.394,11.897
2208551,Porto Alegre do Piauí,2.421,1.324,1.235,1.802,757,2.559
2208601,Prata do Piauí,3.117,1.551,1.534,2.552,533,3.085
2208650,Queimada Nova,8.332,4.289,4.276,1.156,7.409,8.565
2208700,Redenção do Gurguéia,7.781,4.224,4.179,5.334,3.069,8.403
2208809,Regeneração,17.471,8.599,8.977,13.832,3.744,17.576
2208858,Riacho Frio,4.321,2.221,2.017,2.222,2.016,4.238
2208874,Ribeira do Piauí,3.879,2.138,2.125,1.030,3.233,4.263
2208908,Ribeiro Gonçalves,5.722,3.509,3.332,4.445,2.396,6.841
2209005,Rio Grande do Piauí,6.131,3.184,3.245,4.094,2.335,6.429
2209104,Santa Cruz do Piauí,5.776,2.971,3.054,4.067,1.958,6.025
2209153,Santa Cruz dos Milagres,3.334,1.884,1.910,2.127,1.667,3.794
2209203,Santa Filomena,6.031,3.219,2.877,3.544,2.552,6.096
2209302,Santa Luz,4.780,2.869,2.644,3.109,2.404,5.513
2209377,Santa Rosa do Piauí,5.223,2.582,2.567,3.655,1.494,5.149
2209351,Santana do Piauí,4.595,2.407,2.513,1.941,2.979,4.920
2209401,Santo Antônio de Lisboa,5.154,2.979,3.029,3.917,2.091,6.008
2209450,Santo Antônio dos Milagres,1.876,1.023,1.035,807,1.251,2.058
2209500,Santo Inácio do Piauí,3.447,1.854,1.799,2.297,1.356,3.653
2209559,São Braz do Piauí,4.192,2.243,2.070,1.021,3.292,4.313
2209609,São Félix do Piauí,3.397,1.500,1.569,1.641,1.428,3.069
2209658,São Francisco de Assis do Piauí,3.806,2.837,2.738,1.429,4.146,5.575
2209708,São Francisco do Piauí,6.356,3.191,3.110,1.983,4.318,6.301
2209757,São Gonçalo do Gurguéia,2.322,1.464,1.361,1.219,1.606,2.825
2209807,São Gonçalo do Piauí,4.249,2.351,2.403,3.308,1.446,4.754
2209856,São João da Canabrava,4.240,2.188,2.257,1.233,3.212,4.445
2209872,São João da Fronteira,4.886,2.805,2.803,2.272,3.336,5.608
2209906,São João da Serra,6.675,3.012,3.145,3.447,2.710,6.157
2209955,São João da Varjota,4.375,2.282,2.366,1.389,3.259,4.648
2209971,São João do Arraial,5.734,3.698,3.639,3.703,3.634,7.337
2210003,São João do Piauí,17.670,9.584,9.969,13.470,6.083,19.553
2210052,São José do Divino,4.881,2.649,2.492,2.703,2.438,5.141
2210102,São José do Peixe,3.825,1.886,1.814,1.889,1.811,3.700
2210201,São José do Piauí,6.706,3.287,3.321,1.935,4.673,6.608
2210300,São Julião,5.700,2.831,2.846,2.328,3.349,5.677
2210359,São Lourenço do Piauí,4.274,2.265,2.158,1.113,3.310,4.423
2210375,São Luis do Piauí,2.488,1.262,1.299,814,1.747,2.561
2210383,São Miguel da Baixa Grande,2.030,1.050,1.063,1.358,755,2.113
2210391,São Miguel do Fidalgo,2.991,1.546,1.430,1.085,1.891,2.976
2210409,São Miguel do Tapuio,18.808,9.225,8.924,6.684,11.465,18.149
2210508,São Pedro do Piauí,12.510,6.820,6.825,8.194,5.451,13.645
2210607,São Raimundo Nonato,26.890,15.899,16.448,21.272,11.075,32.347
2210623,Sebastião Barros,4.524,1.886,1.673,1.112,2.447,3.559
2210631,Sebastião Leal,3.835,2.151,1.965,1.922,2.194,4.116
2210656,Sigefredo Pacheco,9.046,4.972,4.647,3.176,6.443,9.619
2210706,Simões,13.621,7.079,7.106,5.697,8.488,14.185
2210805,Simplício Mendes,10.966,6.090,5.988,7.163,4.915,12.078
2210904,Socorro do Piauí,4.675,2.296,2.232,1.630,2.898,4.528
2210938,Sussuapara,5.042,3.102,3.133,1.582,4.653,6.235
2210953,Tamboril do Piauí,2.413,1.446,1.309,1.512,1.243,2.755
2210979,Tanque do Piauí,2.318,1.277,1.344,1.239,1.382,2.621
2211001,Teresina,715.360,380.693,433.746,767.777,46.662,814.439
2211100,União,39.801,21.402,21.255,20.969,21.688,42.657
2211209,Uruçuí,17.011,9.916,10.236,15.503,4.649,20.152
2211308,Valença do Piauí,19.887,9.579,10.746,15.791,4.534,20.325
2211357,Várzea Branca,5.203,2.506,2.407,1.147,3.766,4.913
2211407,Várzea Grande,4.475,2.048,2.288,2.581,1.755,4.336
2211506,Vera Mendes,2.907,1.494,1.493,967,2.020,2.987
2211605,Vila Nova do Piauí,2.906,1.576,1.500,759,2.317,3.076
2211704,Wall Ferraz,3.998,2.167,2.113,1.166,3.114,4.280
Total,Piauí,2.843.278,1.528.796,1.590.219,2.051.316,1.067.699,3.119.015
"Fonte: IBGE, Resultados do Censo 2010.",,,,,,,
