Código do município,Nome do município,Total da população 2000,Total de homens,Total de mulheres,Total da população urbana,Total da população rural,Total da população 2010
2408300,Nova Cruz,33.834,17.534,18.007,24.427,11.114,35.541
2408409,Olho-d'Água do Borges,4.461,2.214,2.087,3.243,1.058,4.301
2408508,Ouro Branco,4.667,2.354,2.345,3.258,1.441,4.699
2408607,Paraná,3.633,2.041,1.911,821,3.131,3.952
2408706,Paraú,4.092,1.923,1.939,3.338,524,3.862
2408805,Parazinho,4.325,2.434,2.411,3.137,1.708,4.845
2408904,Parelhas,19.319,9.958,10.389,17.077,3.270,20.347
2403251,Parnamirim,124.690,96.938,105.475,202.413,0,202.413
2409100,Passa e Fica,8.329,5.514,5.597,6.765,4.346,11.111
2409209,Passagem,2.691,1.455,1.444,1.193,1.706,2.899
2409308,Patu,11.171,5.886,6.078,10.159,1.805,11.964
2409407,Pau dos Ferros,24.758,13.500,14.233,25.535,2.198,27.733
2409506,Pedra Grande,4.017,1.772,1.749,1.161,2.360,3.521
2409605,Pedra Preta,2.847,1.337,1.246,990,1.593,2.583
2409704,Pedro Avelino,8.006,3.697,3.471,4.119,3.049,7.168
2409803,Pedro Velho,13.518,7.162,6.957,7.252,6.867,14.119
2409902,Pendências,11.401,6.696,6.740,10.576,2.860,13.436
2410009,Pilões,3.002,1.729,1.724,2.533,920,3.453
2410108,Poço Branco,12.261,7.051,6.896,7.413,6.534,13.947
2410207,Portalegre,6.746,3.573,3.724,3.838,3.459,7.297
2410256,Porto do Mangue,4.064,2.731,2.486,3.028,2.189,5.217
2410306,Presidente Juscelino,7.005,4.476,4.298,5.313,3.461,8.774
2410405,Pureza,6.963,4.286,4.146,2.995,5.437,8.432
2410504,Rafael Fernandes,4.247,2.328,2.364,2.709,1.983,4.692
2410603,Rafael Godeiro,2.953,1.541,1.529,1.929,1.141,3.070
2410702,Riacho da Cruz,2.667,1.617,1.548,2.674,491,3.165
2410801,Riacho de Santana,4.200,2.073,2.084,1.710,2.447,4.157
2410900,Riachuelo,5.760,3.560,3.507,4.342,2.725,7.067
2408953,Rio do Fogo,9.217,5.132,4.928,3.747,6.313,10.060
2411007,Rodolfo Fernandes,4.467,2.172,2.245,3.731,686,4.417
2411106,Ruy Barbosa,3.686,1.834,1.761,1.736,1.859,3.595
2411205,Santa Cruz,31.294,17.449,18.310,30.461,5.298,35.759
2409332,Santa Maria,3.778,2.419,2.343,3.051,1.711,4.762
2411403,Santana do Matos,15.987,6.860,6.938,6.893,6.905,13.798
2411429,Santana do Seridó,2.377,1.267,1.259,1.653,873,2.526
2411502,Santo Antônio,20.107,11.098,11.116,14.278,7.936,22.214
2411601,São Bento do Norte,3.378,1.523,1.451,1.033,1.941,2.974
2411700,São Bento do Trairí,3.244,1.940,1.969,1.886,2.023,3.909
2411809,São Fernando,3.234,1.737,1.664,2.297,1.104,3.401
2411908,São Francisco do Oeste,3.480,1.945,1.929,2.948,926,3.874
2412005,São Gonçalo do Amarante,69.435,43.208,44.492,74.136,13.564,87.700
2412104,São João do Sabugi,5.698,2.923,2.991,4.748,1.166,5.914
2412203,São José de Mipibu,34.912,19.820,19.951,18.230,21.541,39.771
2412302,São José do Campestre,11.982,6.151,6.208,10.272,2.087,12.359
2412401,São José do Seridó,3.777,2.122,2.109,3.302,929,4.231
2412500,São Miguel,20.124,10.573,11.586,14.502,7.657,22.159
2412559,São Miguel do Gostoso,7.580,4.476,4.183,4.127,4.532,8.659
2412609,São Paulo do Potengi,13.822,7.822,8.044,11.490,4.376,15.866
2412708,São Pedro,6.776,3.160,3.063,3.492,2.731,6.223
2412807,São Rafael,8.201,4.128,3.978,5.538,2.568,8.106
2412906,São Tomé,10.798,5.457,5.411,5.982,4.886,10.868
2413003,São Vicente,5.633,2.945,3.085,3.767,2.263,6.030
2413102,Senador Elói de Souza,5.028,2.866,2.779,2.434,3.211,5.645
2413201,Senador Georgino Avelino,3.302,1.944,1.980,3.881,43,3.924
2413300,Serra de São Bento,5.870,2.867,2.879,3.262,2.484,5.746
2413359,Serra do Mel,8.237,5.392,4.889,2.698,7.583,10.281
2413409,Serra Negra do Norte,7.543,3.901,3.869,4.997,2.773,7.770
2413508,Serrinha,7.253,3.452,3.129,2.121,4.460,6.581
2413557,Serrinha dos Pintos,4.295,2.291,2.247,2.402,2.136,4.538
2413607,Severiano Melo,10.579,2.865,2.887,2.118,3.634,5.752
2413706,Sítio Novo,4.448,2.542,2.478,2.390,2.630,5.020
2413805,Taboleiro Grande,2.029,1.178,1.139,1.887,430,2.317
2413904,Taipu,11.531,6.112,5.724,4.084,7.752,11.836
2414001,Tangará,12.118,7.159,7.016,9.734,4.441,14.175
2414100,Tenente Ananias,8.875,5.003,4.908,6.833,3.078,9.911
2414159,Tenente Laurentino Cruz,4.412,2.746,2.660,1.152,4.254,5.406
2411056,Tibau,3.197,1.847,1.840,2.835,852,3.687
2414209,Tibau do Sul,7.749,5.762,5.640,6.870,4.532,11.402
2414308,Timbaúba dos Batistas,2.189,1.145,1.150,1.728,567,2.295
2414407,Touros,27.879,16.056,15.020,7.910,23.166,31.076
2414456,Triunfo Potiguar,3.642,1.768,1.598,2.197,1.169,3.366
2414506,Umarizal,11.092,5.224,5.445,9.084,1.585,10.669
2414605,Upanema,10.991,6.715,6.270,6.298,6.687,12.985
2414704,Várzea,8.238,2.614,2.613,4.311,916,5.227
2414753,Venha-Ver,3.422,1.952,1.869,1.199,2.622,3.821
2414803,Vera Cruz,8.522,5.352,5.373,4.691,6.034,10.725
2414902,Viçosa,1.521,806,812,1.541,77,1.618
2415008,Vila Flor,2.528,1.460,1.412,2.784,88,2.872
Total,Rio Grande do Norte,2.776.782,1.548.731,1.619.402,2.465.439,702.694,3.168.133
"Fonte: IBGE, Resultados do Censo 2010.",,,,,,,
